OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,ROAD_CLOSED,SIDEWALK_CLOSED,HOUR_IMPACTED,UNITS_IMPACTED,CW_SERVICE_REQUEST,STATUS,STATUS_DATE,WORKORDER,RETURN_TO_NORMAL,BREAK_NATURE,BREAK_APPARENT_CAUSE,REPAIR_TYPE,NEW_SECTION_LENGTH,MAINTENANCE_DESC,VALVES_CLOSED,VALVES_OPENED,HYDRANTS_CALLED_OUT,HYDRANTS_CALLED_BACK_IN,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,BACTERIA_TESTING_DATE,HEALTH_DEPT_NOTIFICATION,MOECC_SAC_NOTIFICATION,SAC_REFERENCE_NO,LOCAL_MOE_OFFICE,BWA_DWA,BWA_DWA_DECLARED,PROCEEDURES_FOLLOWED,RECORD_CHANGE_REQD,ROADSEGMENTID,CIVIC_NUMBER,STREET,ASSETID,ASSET_DEPTH,FROST_DEPTH,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
9042,381,977961600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6459,190,AVALON PL,1230,,,150.0,1958,CI,Y,0ca74b98-8a36-49b6-8507-9269435bf40c
9043,1028,1070236800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,604222,176,RIVERBEND DR,32880,,,200.0,1962,CI,Y,65bb5175-c6c7-4442-905d-9fb6c1fb459c
9044,1029,1084320000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,16067,4396,KING ST E,84660,,,300.0,1991,DI,Y,0cf3dc48-83d5-42ae-a19a-1d62eed1ced3
9045,1383,1240876800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,9180.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11743,426,OTTAWA ST S,95460,,,,,,N,afa46e4a-73c6-4845-9c49-6b63788a103e
9046,24,1001980800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6693,61,HALLS LANE W,77534,,,300.0,2013,PVC,N,154b7f87-3cb5-48cb-a228-5500f8f21d35
9047,289,1166140800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11419,425,HIGHLAND RD E,19090,,,300.0,1955,CI,Y,93282c89-1253-4414-8cc1-ba4f6b4435c1
9048,880,935798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6559,83,KIMBERLY CRES,86368,,,150.0,1968,DI,Y,25f46fb9-3393-48d2-bd49-f212e141aaf8
9049,547,1101513600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15729,330,ROSEMOUNT DR,33460,,,150.0,1961,CI,Y,ef9cb76a-52e7-4fff-94c1-c540554b3676
9050,1358,1233187200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,4026.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21185,112,SUGAR MAPLE ST,37030,,,150.0,1981,DI,Y,986081f1-978b-4658-a299-f35a891a1cd1
9051,998,985046400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10242,1525,VICTORIA ST N,80774,,,300.0,1978,DI,Y,bdecab3b-f9cc-4ea1-8b48-2474abe1912c
9052,312,879724800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20671,68,BLUERIDGE AVE,3640,,,150.0,1956,CI,Y,29aface8-b111-453a-bc8f-2d6f54b4f720
9053,1683,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10899,419,MILL ST,26760,,,300.0,1930,CI,N,9d0b1057-1ffe-480d-901f-61a5eb70793b
9054,272,916272000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8648,16,SANDRA AVE,33920,,,150.0,1954,CI,N,cd621634-7a3c-41a7-aa93-0b08baa089a2
9055,631,1162080000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23147,17,OWEN AVE,29850,,,150.0,1964,CI,Y,94e0cd00-e4cc-4231-9de7-a78c936c03ce
9056,999,914198400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13055,47,HILLCREST LANE,133896,,,150.0,1979,DI,Y,956d3bdb-eea6-453f-89fd-a740ccb1ff62
9057,816,975888000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8732,46,WESTWOOD CRES,42890,,,150.0,1966,CI,Y,d4888f81-16c6-45aa-9c1d-7066485f5de9
9058,362,1078876800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12661,1099,GUELPH ST,17740,,,200.0,1957,CI,Y,300e3095-e3e0-4837-9835-20657601f111
9059,2067,1424822400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,127147.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13126,44,BLOOMINGDALE RD,3440,,,300.0,1964,CI,Y,aa30eff1-87f6-4909-847d-61478f0ee820
9060,2068,1424736000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,127019.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15924,16,QUEENSTON DR,31910,,,150.0,1966,CI,Y,f7a79f7d-e42d-4022-8d23-242845fdc8bd
9061,2069,1424649600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126925.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13242,140,ROSS AVE,33530,,,150.0,1959,CI,Y,cab64eae-98d5-4123-bdb4-c706163c6e72
9062,2070,1424390400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126827.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6224,156,RIPPLEWOOD CRES,88076,,,150.0,1960,CI,Y,95a8fe6e-042f-4371-b938-538140df60fa
9063,2071,1424563200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126894.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21842,145,WOODHAVEN RD,86562,,,150.0,1954,CI,Y,0914b8d3-b26b-4f45-96c4-06ea1df6691e
9064,2072,1424563200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126892.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7043,426,WELLINGTON ST N,41630,,,100.0,1916,CI,Y,f59fa925-4d3a-4845-8b9e-852ed1d6d176
9065,2073,1424390400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126791.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6601,80,GILMOUR CRES,16240,,,150.0,1962,CI,Y,4b7cb8bc-321b-457e-acc3-00dcf3b080ef
9066,2074,1424304000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126747.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10060,270,KIPLING AVE,39050,,,200.0,1953,CI,N,118de1c4-cf14-4919-812c-dba1e2509341
9067,2172,1451865600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151317.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6252,12,VILLAGE RD,40170,,,150.0,1957,CI,Y,35b1b7a2-3577-4efa-8689-72ea7484213d
9068,2173,1452211200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151099.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11564,67,OWEN AVE,29860,,,150.0,1964,CI,Y,599bda3b-4c88-4ef1-a21d-f1c0f46c56d1
9069,2174,1451952000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151358.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,603815,,SHIRLEY AVE,32900,,,300.0,1960,CI,Y,fc5ec0db-1ed1-4267-bc21-b5427cb72a81
9070,2175,1451952000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151361.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13311,87,MASSEY AVE,95888,,,150.0,1958,CI,Y,f0a2fca1-4f29-4763-bf78-efc65662c367
9071,2176,1452038400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151592.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6224,10,RIPPLEWOOD CRES,32320,,,150.0,1960,CI,Y,e72d98d1-aed8-4549-9b90-18cb71ead4b4
9072,2177,1452297600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151765.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9995,304,GREENFIELD AVE,88744,,,150.0,1957,CI,Y,03ffa964-bd6f-4196-b19e-7bdeb47a4287
9073,2178,1452384000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151783.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20698,187,OVERLEA DR,29790,,,150.0,1967,CI,Y,87dc1423-c444-449d-b479-c2171491aa0e
9074,2179,1452384000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,151766.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6178,10,EAGEN DR,10940,,,200.0,1967,CI,Y,6aaf94b0-272d-4260-b06a-da1d43d81d3b
9075,2180,1452816000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152151.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8795,188,JOSEPH ST,59980,,,150.0,1933,CI,Y,0318c415-84dc-4f6e-aef5-594af3cba31e
9076,2181,1453075200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,155290.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6508,152,WESTMOUNT RD E,42530,,,150.0,1959,CI,Y,128880b4-a33c-4334-8419-b702cd3b3c4b
9077,2182,1453161600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152293.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13226,110,KENNETH AVE,21040,,,150.0,1958,CI,Y,e9ca5600-7356-4da3-8a76-c44dd0f75195
9078,2183,1453161600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152309.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6400,41,VALLEYVIEW RD,38970,,,150.0,1953,CI,Y,67ab625e-b445-4e67-950e-4bdc198e0b50
9079,2184,1453593600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152499.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12659,976,GUELPH ST,17720,,,150.0,1957,CI,Y,a4b79ebd-7b94-4a04-bd80-25fe0f1db9dc
9080,2185,1453680000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152561.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12658,220,SPRING VALLEY RD,35610,,,150.0,1924,CI,Y,ac620b65-e778-4a54-bcea-dfaddf9ce512
9081,2186,1453852800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152676.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11739,28,HOFFMAN ST,19640,,,150.0,1956,CI,Y,9dc579c2-9583-4ffb-98f0-22ee348e2835
9082,2187,1453939200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152717.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11620,440,STIRLING AVE S,76656,,,150.0,1925,CI,N,cecd8241-eec2-43c5-a146-d875639327a2
9083,2188,1453939200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,152732.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9929,138,WEDGEWOOD DR,41470,,,150.0,1958,CI,Y,452b4fc8-c9de-4309-a7ef-352b938d1621
9084,2189,1454544000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153282.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10031,117,WILSON AVE,43480,,,200.0,1958,CI,Y,8a7f7252-4c27-4331-bdcf-07c72b5a4a59
9085,2190,1454630400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153353.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15901,131,ELKINGTON DR,11720,,,150.0,1959,CI,Y,d9bf3671-2d83-46d5-b032-651b212a3b23
9086,2191,1454803200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153421.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6508,170,WESTMOUNT RD E,42530,,,150.0,1959,CI,Y,62b14267-5f9a-4e5f-90a2-4344af80268c
9087,2192,1454803200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153428.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15899,153,ROSEMOUNT DR,33420,,,150.0,1959,CI,Y,7ae7b95f-7d00-4fad-8b9f-9e1e80be295d
9088,2193,1455062400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153678.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22885,117,CRAIG DR,8560,,,200.0,1960,CI,Y,825534bf-c29d-4713-a65e-b607beb5fb58
9089,2194,1455321600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153788.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6396,51,DUNCAIRN AVE,10700,,,150.0,1961,CI,Y,ec948140-ed4e-426d-87f7-32c72fce1a6e
9090,2195,1455494400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153811.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10772,91,FALESY AVE,14010,,,150.0,1962,CI,Y,eff3e2b5-3017-49c5-ab3b-93dbb604541f
9091,2196,1455580800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153812.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15735,57,TURNER AVE,38520,,,150.0,1957,CI,Y,3d3105f4-2b84-4d4a-bf0f-3f0a3c52318b
9092,2197,1455667200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1465257600000,153937.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6137,324,FISCHER HALLMAN RD,14580,,,150.0,1962,CI,Y,cee97e8d-c0cf-412b-a122-319c1b3e6c59
9093,2075,1424131200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126641.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6218,26,DEERPARK CRES,9100,,,150.0,1962,CI,Y,d19d5afa-7fd0-4ace-91b0-ad1a212e73c8
9094,2076,1423958400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126569.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12610,54,BRIDGE ST W,4530,,,150.0,1958,CI,Y,d24df8fc-1edb-4ff0-8308-d2f4f03bed51
9095,2077,1424044800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126573.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9917,11,KENSINGTON AVE,21140,,,150.0,1954,CI,Y,502ae956-3a0d-46f8-9bcd-8177bebf3042
9096,2079,1423785600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126542.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20704,121,RALGREEN CRES,10900,,,200.0,1967,DI,Y,fcd6b43c-47ba-4918-b780-a3417d0021c2
9097,2080,1423699200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126479.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22200,121,MORGAN AVE,27320,,,150.0,1961,CI,Y,fb913e88-df27-4867-b5a2-77d4f4a6ab73
9098,2081,1423699200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126465.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10146,126,JACKSON AVE,20530,,,150.0,1947,CI,Y,6f4414e0-3e8f-4870-9db1-1c753fa97455
9099,2082,1423440000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126294.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23175,124,QUEENSTON DR,31930,,,150.0,1966,DI,Y,59a59a58-0bec-4ea2-a7c9-05ea2b4b778d
9100,2083,1423180800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126231.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10778,40,JEAN AVE,20610,,,150.0,1962,CI,Y,6659b6c8-f386-4868-880b-30bdc814c5aa
9101,2084,1423267200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126234.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13183,25,PARKVIEW CRES,61826,,,150.0,1967,DI,Y,d7c48bc7-c52f-43f0-9457-87ce0a9a2188
9102,2085,1423353600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126235.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11371,115,STIRLING AVE S,76747,,,150.0,1940,CI,Y,5be699f3-a458-493a-aa2b-0149bb1a2d66
9103,2086,1423353600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126239.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20717,680,HIGHLAND RD W,94556,,,300.0,1964,DI,Y,28a825ee-dbb5-4a44-924f-f7e0e84eaafd
9104,2087,1423353600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126240.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23224,27,OLD YORK CRES,28590,,,150.0,1967,DI,Y,df38c914-0ac1-42a8-97b3-2c38004839f8
9105,2088,1423267200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126230.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10714,695,FAIRWAY RD S,95188,,,300.0,1961,CI,Y,9f8c8399-664b-4662-bab6-fb34b48bc0cd
9106,2089,1425513600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,127679.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23175,124,QUEENSTON DR,31930,,,150.0,1966,DI,Y,3d943089-1e45-4877-a484-bd8561741253
9107,2090,1422921600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,126060.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23060,177,JANSEN AVE,20580,,,150.0,1970,CI,Y,6a2900bb-276d-470f-9895-cf83890e8c9e
9108,2091,1422835200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125954.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12956,66,NELSON AVE,27670,,,150.0,1964,CI,Y,56a42643-fb6a-4bb0-8917-77b73d8fb7cb
9109,2092,1422489600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125788.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10729,400,WILSON AVE,43600,,,200.0,1969,DI,Y,a3ca448a-2157-4929-92bf-acbef6f220a6
9110,2093,1422403200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125639.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23041,265,THALER AVE,37620,,,,,,N,6874da32-001b-416a-a247-ab3996ae39fc
9111,2094,1422057600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125570.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23047,333,SOUTHILL DR,94682,,,,,,N,412f8bd4-5bce-42fd-9e39-dd5b29ebb826
9112,2095,1422230400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125580.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15909,360,CARSON DR,92854,,,200.0,1966,DI,Y,0ab94767-07d6-4739-8896-c87370fd6614
9113,2096,1421798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125310.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70064,77,SHADYWOOD CRES,81440,,,150.0,1958,CI,Y,2279adc6-dd0a-48cc-a82d-e0a41318057f
9114,2097,1421798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125338.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6459,176,AVALON PL,1230,,,150.0,1958,CI,Y,cd81e32c-99ff-4899-a53c-6cf40a96e04e
9115,2098,1421798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125306.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21846,137,WOODHAVEN RD,43930,,,150.0,1954,CI,Y,12291ae5-f300-4edc-b763-bb9602600712
9116,2099,1421798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1429056000000,125340.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11697,23,BRICK ST,85890,,,150.0,1952,DI,Y,45d98f8d-a75f-4098-a053-3f2b945ab5f9
