OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,ROAD_CLOSED,SIDEWALK_CLOSED,HOUR_IMPACTED,UNITS_IMPACTED,CW_SERVICE_REQUEST,STATUS,STATUS_DATE,WORKORDER,RETURN_TO_NORMAL,BREAK_NATURE,BREAK_APPARENT_CAUSE,REPAIR_TYPE,NEW_SECTION_LENGTH,MAINTENANCE_DESC,VALVES_CLOSED,VALVES_OPENED,HYDRANTS_CALLED_OUT,HYDRANTS_CALLED_BACK_IN,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,BACTERIA_TESTING_DATE,HEALTH_DEPT_NOTIFICATION,MOECC_SAC_NOTIFICATION,SAC_REFERENCE_NO,LOCAL_MOE_OFFICE,BWA_DWA,BWA_DWA_DECLARED,PROCEEDURES_FOLLOWED,RECORD_CHANGE_REQD,ROADSEGMENTID,CIVIC_NUMBER,STREET,ASSETID,ASSET_DEPTH,FROST_DEPTH,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
8448,1172,1197417600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,186543.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10229,6,CHRISTINE CRES,7190,,,150.0,1964,CI,Y,ed7706af-4466-43aa-8907-e0165e73333a
8449,260,1076889600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11171,272,HARTWOOD PL,18160,,,100.0,1954,CI,Y,0ff63910-a7d8-4c09-818d-c3d360cffcc8
8450,726,1048291200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11495,267,CAMERON ST N,5370,,,150.0,1982,DI,Y,e65a72b5-3624-4585-b993-ca30079ae217
8451,1681,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6328,9,NORFOLK CRES,27940,,,,,,N,4fc21f07-a6ab-4376-896a-5022c481f325
8452,877,1009670400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12419,483,LANCASTER ST W,80010,,,450.0,1968,CI,Y,3868a029-f696-45cc-83ed-cc4a60f482cf
8453,21,1044835200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,5733,49,WOODSIDE AVE,76062,,,150.0,2009,PVC,N,341d634b-9738-4037-bc31-f6f55a16f514
8454,1196,1202601600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,189141.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11455,526,MILL ST,26700,,,,,,N,bb133a77-a561-459f-8b86-9cdc6fe2c784
8455,942,905385600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23048,70,PEPPERWOOD CRES,30530,,,150.0,1971,DI,Y,2627b50e-ebcf-4b1b-b9b8-7b1114f82ed9
8456,583,973555200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6217,365,FOREST HILL DR,14870,,,200.0,1962,CI,Y,9bc002c5-c5bb-4086-b5c9-8f2c451429c8
8457,1660,1323963506000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11754,242,KEHL ST,29660,,,,,,N,8c536138-4108-40c7-9d7c-416f16c14c2c
8458,143,937612800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6315,120,MAUSSER AVE,25740,,,150.0,1951,CI,Y,529cea9e-7cd8-427f-8595-360101f11cbb
8459,963,1064188800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1260,592,BELMONT AVE W,88872,,,300.0,1974,DI,Y,a9aaaf25-0e22-4857-be78-77a4b2159977
8460,610,915753600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6111,166,CYPRUS DR,8780,,,150.0,1963,CI,Y,c8544c8f-30e0-4491-9637-114086fb5564
8461,786,1105833600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15816,78,CONFEDERATION DR,7760,,,150.0,1966,CI,Y,8a8327b8-4dff-4a2f-a982-19f5f51506a7
8462,1417,1260057600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,20822.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21835,1321,COURTLAND AVE E,96010,,,200.0,1961,CI,Y,57b23536-e12b-4fe9-a572-77795c972801
8463,925,949881600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9416,920,COURTLAND AVE E,8440,,,300.0,1970,DI,Y,23d0c0a1-b7aa-4dd6-bbf7-ca94f19c5a3b
8464,721,1159660800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6903,332,CHARLES ST E,59910,,,150.0,1964,DI,N,c7ad5f41-e780-40ed-9e61-c5337c4192d1
8465,352,1042156800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6573,196,GREENBROOK DR,17230,,,200.0,1957,CI,Y,779aac68-f812-45dd-adcb-fcdc3a00bc47
8466,714,852595200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23179,162,INDIAN RD,20260,,,150.0,1967,CI,Y,e653f096-6b90-475c-8996-944632e86e5a
8467,1825,1375228800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,86204.0,,UNKNOWN,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6534,69,CARTIER DR,5660,,,150.0,1968,DI,Y,0fc60e17-cf40-40b7-bea8-0ee2d8a08b12
8468,1829,1373414400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,84937.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,N,CATEGORY 1,,,,,,N,,Y,N,11061,723,KING ST W,81208,,,250.0,1889,CI,N,84b8ba78-b8f2-467c-9817-f5e2f902ba8e
8469,1830,1370390400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,82863.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,N,CATEGORY 1,,,,,,N,,Y,N,11352,124,HEIMAN ST,18400,,,,,,N,ef8cde1a-d5e2-4cf2-a312-da21d595ba75
8470,1853,1361232000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77971.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9995,291,GREENFIELD AVE,17340,,,150.0,1956,CI,Y,d6a91710-9d72-4c6a-91bf-40cb0ceb2e2c
8471,1864,1359936000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77207.0,,UNKNOWN,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11696,15,OTTAWA ST N,85694,,,150.0,1952,CI,Y,e7ee4030-62b3-4fba-a287-66647cb09a88
8472,1883,1357430400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,75874.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10958,54,WOODHAVEN RD,43970,,,150.0,1957,CI,Y,748df32e-f0d3-46cd-8864-d0b208388dd4
8473,1885,1398470400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,100153.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12925,10,DUMART PL,10560,,,300.0,1981,DI,Y,8d23a771-b4d0-4311-af7b-4e86d467b01e
8474,1974,1389571200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94690.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22901,105,WEDGEWOOD DR,41450,,,150.0,1958,CI,Y,6d9055d1-5928-4283-a8a4-bcfca35991e3
8475,1975,1389484800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94617.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11743,436,OTTAWA ST S,95460,,,,,,N,e74ad1a5-42c7-4a11-bc90-78ed7ad24a44
8476,1976,1389484800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94608.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22707,1404,DOON VILLAGE RD,9960,,,450.0,1969,DI,Y,3259b1db-4c1e-4b96-bc03-ad4a9521da33
8477,1977,1389398400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94606.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6972,14,JOHNSTON ST,20620,,,150.0,1951,CI,Y,8b344424-1093-4f88-891d-69afb6379a37
8478,1978,1389312000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94597.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,50156,NA,NA,91992,,,200.0,1977,DI,Y,6b29d708-e81b-4808-877c-31c686c9fd8c
8479,1979,1389225600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94494.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70327,,BIRKSHIRE CRT,61814,,,150.0,1967,CI,Y,f07071b9-d087-4cb4-ab35-dbc33aec1eb8
8480,1981,1389052800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94371.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20741,8,BONNYLYN DR,3770,,,150.0,1967,CI,Y,6c6a60b2-04c3-4063-aa55-de1c61ce37d7
8481,1982,1388707200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94295.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6216,324,FOREST HILL DR,91164,,,200.0,1960,CI,Y,a6fb92db-3dcb-4a1f-a5d5-326dd01bb603
8482,1983,1388620800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,94265.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21834,345,TRAYNOR AVE,38120,,,200.0,1969,DI,Y,ae30ba63-dbaf-4f55-b1f9-4ffc38323e7b
8483,1984,1390608000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1407456000000,95334.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13222,238,ROSS AVE,33550,,,150.0,1959,CI,Y,4063f9e3-0616-45f1-8b3b-6f64387f7b5b
8484,1985,1397779200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,99740.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,N,CATEGORY 1,,,,,,N,,Y,N,6770,15,WEBER ST E,40760,,,,,,N,586b84e7-bedb-47be-ab17-0d46e61f7e3d
8485,1986,1400025600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101223.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70277,8,SHELLEY PL,34770,,,100.0,1968,DI,Y,19dafc7b-baf4-4c48-8a57-19a50acbdc1f
8486,1987,1400371200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101423.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9226,526,CHARLES ST E,6710,,,100.0,1922,CI,N,2f4df6d7-8b9d-4482-b722-40d7f4a001f9
8487,1988,1400716800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101571.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6330,159,BINSCARTH RD,136122,,,150.0,2017,PVCO,N,1b289fe0-5995-4235-bc6e-ade89413bd04
8488,1989,1400630400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101571.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6330,159,BINSCARTH RD,136122,,,150.0,2017,PVCO,N,04cb3213-a6e2-47fc-afc8-694b62ff3824
8489,1990,1400630400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101573.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,40297,,RIVER RD E,89828,,,150.0,1963,CI,Y,874e8926-c503-4d0c-926d-3ca60165dca6
8490,1991,1400803200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,101666.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1260,545,BELMONT AVE W,78900,,,300.0,1974,DI,Y,a8dd5089-2cc2-44bd-b593-c81ba0be6e7e
8491,1992,1401753600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,102244.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9320,11,DEVONGLEN DR,94002,,,150.0,1974,DI,Y,9cbc5463-f8ae-4912-8c06-cf00f993e61d
8492,1993,1401753600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,102280.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9678,43,SOUTHWOOD DR,35300,,,150.0,1974,DI,Y,d877b0d5-62b1-4c32-9100-8a4e719f2fa3
8493,1994,1401753600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1421193600000,102279.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,70531,2,CHICOPEE TERR,7140,,,150.0,1965,DI,Y,dc0aa6f0-c960-4f82-9f4c-ed30e659b558
8494,800,980553600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20778,12,KNELL DR,22620,,,200.0,1966,CI,Y,8a92e908-f7fd-405a-a514-b66a2d9ad6ec
8495,933,944870400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23060,181,JANSEN AVE,20580,,,150.0,1970,CI,Y,c09ca4d9-722e-4387-9c95-2591d5ee312d
8496,929,865900800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,5613,18,GLEN PARK CRES,86012,,,150.0,1970,DI,Y,2691ca62-db51-406b-aad0-b7f3ed5f31af
8497,1006,1166486400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13107,73,BRIDGE ST E,444,,,,,,N,e82d2806-040a-40aa-a8fa-ead2987f758b
8498,1065,1169683200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,168979.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6341,1086,QUEENS BLVD,31770,,,150.0,1949,CI,Y,7781deed-14c5-4120-ae99-a1cacd52db26
8499,265,954979200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9917,21,KENSINGTON AVE,21140,,,150.0,1954,CI,Y,ba8be8b0-85fe-4628-a208-dcf370984c8f
8500,121,948844800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10172,435,EAST AVE,11070,,,300.0,1949,CI,Y,e66397da-7e62-4282-b8f5-21f10115de62
8501,1273,999216000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10169,435,EAST AVE,11060,,,300.0,1949,CI,Y,30216673-15e8-4cf5-8cf1-b4f457cc7d97
8502,559,1165881600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6395,118,SWEETBRIAR DR,37220,,,150.0,1961,CI,Y,5011e26f-f208-4b2f-a8e0-3000aa349a86
8503,458,1069459200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10053,182,ROSS AVE,33540,,,150.0,1959,CI,Y,9563d220-46a0-484e-94e7-73716ce5dd1c
8504,71,1043798400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8795,188,JOSEPH ST,59980,,,150.0,1933,CI,Y,03301eb8-5541-4a62-816b-ffddf60bb10b
8505,105,885254400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11698,,PRESTON ST,94754,,,300.0,2001,PVC,N,ad7b6c86-e33c-4a4e-9c0f-2e9f0062ca46
8506,922,869961600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7020,242,BREITHAUPT ST,76156,,,300.0,2008,PVC,N,b776bdcb-693f-4393-9031-56f30d89cf15
8507,601,882230400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6233,207,STONYBROOK DR,36510,,,150.0,1962,CI,Y,c11c6873-ef2a-43f2-bbb7-5180516f7729
8508,42,880502400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9382,89,OTTAWA ST S,29630,,,150.0,1923,CI,N,f19ccdba-3680-401c-8252-05d0e73dafa3
8509,282,951436800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10594,14,SUNSET PL,37140,,,100.0,1954,CI,Y,4e639f82-638f-4dca-89f4-c9ca37033690
8510,754,1053907200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13205,133,BRADLEY DR,4010,,,150.0,1965,CI,Y,9dbfd787-3f06-47c7-ac9c-73e20ea02bfc
8511,700,916790400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13177,8,CARNABY CRES,5510,,,150.0,1967,CI,Y,96d3d66f-ae15-4724-b1fa-80394a585888
8512,1184,1200096000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,187785.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13044,12,SCHOFIELD DR,34030,,,150.0,1967,CI,Y,2e449c08-85f8-4d11-8546-6c97742250ad
8513,176,885081600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10015,777,WEBER ST E,41030,,,150.0,1952,CI,Y,b63fa86c-3670-45f8-9231-0a5ec0c0002d
8514,330,1036713600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11523,12,HOFFMAN ST,19660,,,150.0,1956,CI,N,17a58f57-72f9-4d7d-a7fb-d77b5056e346
8515,414,1014422400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6564,121,STONYBROOK DR,36530,,,150.0,1958,CI,Y,7dbb0879-9e81-43a9-9b59-95f3e3c9b28a
8516,1409,1257465600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,19379.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8718,15,INWOOD CRES,20410,,,150.0,1966,DI,Y,d5819fb4-e547-417a-816d-22cd266661b3
8517,1357,1233187200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,4029.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11278,234,CHAPEL ST,6500,,,150.0,1953,CI,Y,9cd2186f-d530-4287-bc64-00b747d2c2f6
8518,1193,1201996800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,188846.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22201,,KING ST E,87566,,,300.0,2000,PVC,Y,ec797634-9305-4bb8-8d24-96da941b7a0d
8519,535,942537600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22328,115,JANSEN AVE,20570,,,150.0,1961,CI,N,b91b9081-e36e-477d-b68d-b089db2320bb
8520,137,994809600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,7020,242,BREITHAUPT ST,76156,,,300.0,2008,PVC,N,fd6e0dce-be59-4fce-b34b-defba84b0f93
8521,500,1075161600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10005,34,FOURTH AVE,133988,,,150.0,2017,PVC,N,e9d47bbe-5ac2-4388-b493-5a8d28967129
8522,237,949449600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10104,314,VANIER DR,69123,,,150.0,2009,PVC,N,2ba00b8a-6961-42d7-8ca1-4e8bd7fefe31
8523,595,1130112000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6518,435,VILLAGE CRES,40140,,,150.0,1962,CI,Y,bbbe3eb9-0a68-49a3-bc4a-9b1b08f7267e
