OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,OVERSIZED_DIAMETER,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,GlobalID,Shape__Length
77860,82668,ACTIVE,KIT 5,601322,13m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,21790ecb-b2a4-4d47-b049-4ad6fad74cd7,13.0237823833453
77861,69140,ACTIVE,KIT 5,601322,58.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,36110497-8fd2-4733-a628-a10a4d952f22,58.407289212112
77862,82670,ACTIVE,KIT 5,601322,7.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,0c123096-95b3-426a-8690-f639a26f4c00,7.34709639508732
77863,82672,ACTIVE,KIT 6,5459,6.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,87f24dca-3a82-4932-b3ca-2c7c1a763c3a,6.60272633317823
77864,37840,ACTIVE,KIT 6,5459,300.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,877541dd-cf34-40d0-8616-476ea497a3d0,300.394604287073
77865,82674,ACTIVE,KIT 6,5459,7.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,ed95b993-bbbd-45cc-8ab3-a297747d663e,7.59775617371573
77866,82676,ACTIVE,KIT 6,5459,112.7m 150mm  DI,TREATED,150,,DI,NO,,NONE,1979/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,c58287dd-51ae-4aae-aacd-fc56e946af8f,112.6813292351
77867,82678,ACTIVE,KIT 5,25353,25.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1995/09/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,5ae35d1a-b85e-437f-b677-cf5fd8bbda49,25.2988888327486
77868,55440,ACTIVE,KIT 5,25353,87.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1995/09/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.35,N,85e6a796-7a7e-4381-8901-e6e4c44c5920,87.71660262388
77869,68380,ACTIVE,KIT 5,600360,71m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,3b303e1e-0529-4d2c-934e-b290c03ecb2c,71.0404762625438
77870,82680,ACTIVE,KIT 5,9528,7.8m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,84165290-d4aa-4076-b2dd-2fac7abe75d5,7.84290612405911
77871,82682,ACTIVE,KIT 5,9528,7.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,57db54bb-9aa2-4c2d-bb3a-26bd580da26c,7.58761335870817
77872,82684,ACTIVE,KIT 5,9528,1.5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,66cae314-1e9f-4b98-b0fa-f974d432fad8,1.52578042931212
77873,30210,ACTIVE,KIT 5,9528,254.3m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,74b5dead-5023-44f7-8adb-1e84bd11e045,254.289374255107
77874,82686,ACTIVE,KIT 5,9528,150.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,7.3,N,b5ea41a4-7368-4bd0-a0e1-1bd718ddf68b,150.22231567387
77875,82688,ACTIVE,KIT 2W,21913,16.9m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,0,N,N,8.5,N,b361c490-1033-449b-ae5a-ef1daa9d23ce,16.9262792912181
77876,14050,ACTIVE,KIT 2W,21913,187.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,5,31,N,N,8.5,N,2a1254cc-ec25-4b0b-a83d-0e6e03b2a52c,187.769982317466
77877,910,ACTIVE,KIT 4,12651,83.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,39,N,N,8.5,N,4d384763-c5dc-488c-bb85-b995a261c1e4,83.8339916513466
77878,82690,ACTIVE,KIT 2W,16144,5.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,1990/02/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,6e9dca99-69ae-4902-8899-9185e1e9981e,5.62695673332033
77879,31260,ACTIVE,KIT 2W,16144,108.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,1990/02/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,afa36ed3-0ad8-4ef3-8cb2-5fda03cb7783,108.282004606592
77880,82692,ACTIVE,KIT 4,6634,12.9m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,22,N,N,9.1,N,43c9c194-6af5-4041-839f-1ff51d0ca301,12.8581470270423
77881,16800,ACTIVE,KIT 4,6634,107.3m 200mm  CI,TREATED,200,,CI,NO,,NONE,1961/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,21,N,N,6.15,N,b3bb4a19-18fc-4ab1-8470-55c97f9dde3e,107.29700080833
77882,82694,ACTIVE,KIT 4,6634,1.8m 200mm  CI,TREATED,200,,CI,NO,,NONE,1961/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,21,N,N,7.75,N,8babd479-f125-4f79-9515-077d4fd5b73a,1.80619290713966
77883,2840,ACTIVE,KIT 4,10491,253.7m 150mm  CI,TREATED,150,,CI,NO,,NONE,1947/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,39,N,N,6.9,N,d603a1dc-30ea-42ef-acbc-c1e0f1f69ebc,253.70651059339
77884,36120,ACTIVE,KIT 4,10116,64.7m 250mm  CI,TREATED,250,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,0,N,N,7.75,N,f1ed92e3-e883-4016-b333-d93fad07f7ca,64.7341334511691
77885,82696,ACTIVE,KIT 4,9925,2.1m 250mm  CI,TREATED,250,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,3,N,N,7.75,N,a76c591a-f2d7-487e-8e1d-cac73a24c04e,2.12973977746552
77886,28620,ACTIVE,KIT 4,15102,129.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,27,N,N,9.1,N,90f1d4df-400d-49ec-95d0-9d9a90f85710,129.665151691818
77887,82698,ACTIVE,KIT 4,15111,2.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,DONATED,,KITCHENER,N,,0,4,27,N,N,9.1,N,7089fd5b-1128-4149-85fc-5e4506b508d0,2.17432128379444
77888,82700,ACTIVE,KIT 4,15102,9.6m 200mm  DI,TREATED,200,,DI,NO,,NONE,1985/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,27,N,N,9.1,N,8436efc0-d361-4e0d-aab7-e5ec5847598e,9.63525037902514
77889,82702,ACTIVE,KIT 5,25688,7.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1996/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,75be56c2-b615-4854-9a5b-d65633f8cee2,7.76887197015691
77890,82704,ACTIVE,KIT 5,25688,10.5m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1996/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,93f7fa36-6cbe-4b25-b27b-721d1e2a27be,10.4535992723098
77891,58230,ACTIVE,KIT 5,25688,299.3m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1996/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,ee48d437-8d18-4af3-8834-1354a35ff5b3,299.30261854624
77892,82706,ACTIVE,KIT 5,25688,169.3m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1996/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,b8b8d0a5-eb49-4245-84ad-bfba5ad3cd16,169.262879091634
77894,76140,ACTIVE,KIT 4,6674,104.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2008/09/01 00:00:00+00,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.35,N,6ca6007a-36ea-406d-8442-e95d8334c8ac,104.526142285064
77897,82710,ACTIVE,KIT 5,5602,11.9m 200mm  DI,TREATED,200,,DI,NO,,NONE,1971/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,d9af8504-011b-46d4-b3f0-e5902db573a6,11.8888044948749
77898,60970,ACTIVE,KIT 5,6174,47.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1971/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,8.5,N,8730edc2-91b7-4926-b124-85457fff9ef8,47.4297325473115
77899,82712,ACTIVE,KIT 4,21813,12.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,a64fe250-0c2c-4ecc-94bc-936be9c0741d,12.4897764592648
77900,82714,ACTIVE,KIT 4,21808,87.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,1439b954-4ec4-4b6d-8a13-9d6f16b8b881,87.4583971894231
77901,1660,ACTIVE,KIT 4,21815,181.4m 300mm  DI,TREATED,300,,DI,NO,,NONE,1974/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,90527b82-c21f-48a1-9f77-dc2e17d88609,181.442897599038
77902,82716,ACTIVE,KIT 2W,600235,7.1m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,8c936fa3-0b8b-4f55-b19c-ff2dff212ef6,7.13402762186715
77903,82718,ACTIVE,KIT 2W,600235,10.7m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,03d39257-e3ff-48bd-a8c3-ba3f0564f730,10.7446876406917
77904,68410,ACTIVE,KIT 2W,600235,169.4m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2002/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,36,N,N,9.35,N,fccec2d5-2063-43f7-9cdb-abafaea4c075,169.42474871988
77905,82720,ACTIVE,KIT 4,6430,77.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/10/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,15,N,N,9.35,N,3c7367d4-49ce-43f6-bc4b-5a1bafab4a25,77.4987542996756
77906,72670,ACTIVE,KIT 4,6430,94.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/10/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,1,15,N,N,9.35,N,12524d4d-fc73-4a0a-8790-6616d909c11a,94.7711868173078
77907,82722,ACTIVE,KIT 4,6430,9.1m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/10/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,1,15,N,N,9.35,N,c06ff76a-6b4e-43a7-af70-a539bc0a5254,9.10125571813034
77908,82724,ACTIVE,KIT 4,8937,5.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/08/01 00:00:00+00,DONATED,,KITCHENER,N,,8,2,24,N,N,4.58,N,ebc754af-a39a-4371-bfbb-f56a92625b33,5.28767593580842
77909,40520,ACTIVE,KIT 4,8937,55m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/08/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,22,N,N,5.7,N,392323ab-5f0b-4ff2-8838-9eab3a5411ab,54.9746518160558
77910,82726,ACTIVE,KIT 4,8920,15.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/08/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,22,N,N,8.5,N,7cbfda69-65f9-4bb0-b16b-a4b07360b2f7,15.4823738952461
77911,82728,ACTIVE,KIT 4,8937,1.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/08/01 00:00:00+00,DONATED,,KITCHENER,N,,0,2,22,N,N,8.5,N,15eae0b3-c63d-4bb8-960f-3d059256ac31,1.50450417093058
77912,82730,ACTIVE,KIT 4,8920,38.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/08/01 00:00:00+00,DONATED,,KITCHENER,N,,7,2,22,N,N,8.5,N,e18fbd6b-5160-4d55-a563-eea137a694a2,38.5886558925303
77913,76420,ACTIVE,KIT 4,11103,132.7m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2009/11/27 00:00:00+00,DONATED,,KITCHENER,N,,6,2,32,N,N,7.75,N,d97f0e0b-9fbe-4bfc-bcc0-004de94797b5,132.72720645393
77914,82732,ACTIVE,KIT 4,11103,10.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2009/11/27 00:00:00+00,DONATED,,KITCHENER,N,,6,2,32,N,N,9.35,N,a1d2f3b9-6ed1-47c6-bddd-f70610f466d2,10.5486692999778
77915,76442,ACTIVE,KIT 4,40038,128.1m 150mm  CI,TREATED,150,,CI,NO,,NONE,1950/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,2,9,N,N,7.75,N,09abef2b-b2a8-4ad6-b9d4-1179830a3404,128.120402032481
77916,82734,ACTIVE,KIT 4,6475,8.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,24,N,N,9.35,N,13a105fc-b9fd-4420-8960-1a193a77ed4b,8.35456019593447
77917,82736,ACTIVE,KIT 4,6492,5.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,0,2,24,N,N,9.35,N,05a48e3c-86ad-4204-a853-22f6f68dd77b,5.0878996035105
77918,69450,ACTIVE,KIT 4,6475,12.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2003/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,24,N,N,9.35,N,c21c0899-ec0e-4ebb-aeb2-6125cf5bdde2,12.208891735584
77919,41580,ACTIVE,KIT 4,8830,133.2m 300mm  DI,TREATED,300,,DI,NO,,NONE,1990/07/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,52f42f43-ccd5-4044-9a5b-6a719861235f,133.154542532266
77920,82738,ACTIVE,KIT 4,9272,25m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,3,11,N,N,8.5,N,4d0346fd-8f65-4a36-a3ae-492f28358ed0,24.9682710567032
77921,38420,ACTIVE,KIT 4,9284,76.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,7,N,N,8.5,N,fcefc0f2-1836-46b5-bd9c-e2003886b06c,76.7401478499571
77922,82740,ACTIVE,KIT 4,10151,6.1m 150mm  CI,TREATED,150,,CI,NO,,NONE,1958/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,4,N,N,7.75,N,dea7e150-6ca8-4414-9723-a22f5d5908ff,6.10223800341143
77923,21200,ACTIVE,KIT 4,10151,85.8m 150mm  CI,TREATED,150,,CI,NO,,NONE,1958/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,5,N,N,7.75,N,c0363cc9-97dd-4b16-b256-8431905e3a14,85.7623188337749
77924,82742,ACTIVE,KIT 2E,16023,.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,0,5,25,N,N,9.35,N,0fc81921-0867-47e7-a8ce-0ecf12b14348,0.578542599293192
77925,82744,ACTIVE,KIT 2E,16023,2.8m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,25,N,N,9.35,N,fad44919-ee47-44ac-aa02-b40c03c142f8,2.82045008397552
77926,69463,ACTIVE,KIT 2E,16023,35.4m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,25,N,N,9.35,N,59e4dd02-736b-418b-bc4b-5c7b9807f2ca,35.3764220148131
77927,82746,ACTIVE,KIT 4,1257,.6m 300mm  CI,TREATED,300,,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,24,N,N,7.85,N,d2c385de-c6d4-4021-95a2-751aee5b270e,0.61250750193259
77928,82748,ACTIVE,KIT 4,1257,30m 300mm  CI,TREATED,300,,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,24,N,N,7.85,N,20cff0eb-5323-45b2-82f4-c101a327c930,29.9970473996972
77929,82750,ACTIVE,KIT 4,1257,199.9m 300mm  CI,TREATED,300,,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,24,N,N,7.85,N,db839677-e5ee-4886-8d78-bffb4c9d214a,199.860849337156
77930,82752,ACTIVE,KIT 4,1257,227.1m 300mm  CI,TREATED,300,,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,24,N,N,5.45,N,43ea2c37-d412-4f71-8914-33221ef9feea,227.075637598744
77931,15850,ACTIVE,KIT 4,1257,304.6m 300mm  CI,TREATED,300,,CI,NO,,NONE,1964/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,24,N,N,7.85,N,197bb9f9-bf59-42af-9e72-4bd2302ad762,304.58833546093
77932,82754,ACTIVE,KIT 2W,16144,11.5m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1994/05/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,e9bc2069-fd00-402a-8856-3e813007d36b,11.4873350787838
77933,54840,ACTIVE,KIT 2W,16172,87.2m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1994/05/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,97b07140-ee32-4340-873a-1f91c4752611,87.2135134440372
77936,82758,ACTIVE,KIT 4,6353,3.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,3,1,N,N,8.5,N,cd0c7503-2654-42bd-b0d2-8c2bbdf4b405,3.66476795471111
77937,23540,ACTIVE,KIT 4,6353,167.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,3,1,N,N,8.5,N,86e39ddb-beeb-4ae0-8bf7-0dfcd5c4b916,167.435992658583
77938,67570,ACTIVE,KIT 4,40345,15.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2001/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,19,N,N,9.35,N,82938144-4ab3-400f-8376-2b2b71c4187b,15.9105347992357
77939,82760,ACTIVE,KIT 4,40345,2.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2001/06/01 00:00:00+00,DONATED,,KITCHENER,N,,4,3,0,N,N,9.35,N,f75bdcf8-ec50-4e2f-92e4-66e4cd74b4d2,2.3114507306044
77941,6120,ACTIVE,KIT 4,9311,56.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1973/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,6,N,N,8.5,N,367a5247-40dd-414a-bd7a-40541d06678e,56.180664709948
77942,82762,ACTIVE,KIT 2W,601447,7.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,41,N,N,9.35,N,e69e2fb1-d5e5-4b14-b32c-be2e620cab93,7.88233635660231
77943,74350,ACTIVE,KIT 2W,601433,140.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,16900da2-af71-4459-b0d2-c536e2cad9b1,140.825411973577
77944,82764,ACTIVE,KIT 2W,601433,14.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,43,N,N,9.35,N,bbdea5ef-ee68-400b-8efa-c6eefa2d7b43,14.3170722935076
77945,82766,ACTIVE,KIT 4,10438,13.4m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,2,37,N,N,7.75,N,d57fe15a-3096-4fff-b446-6d242bf97389,13.3932689572332
77946,3650,ACTIVE,KIT 4,10438,264.4m 150mm  CI,TREATED,150,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,36,N,N,7.75,N,9bb5db7b-8de8-40db-a6b4-4504cd9b87ca,264.355855812684
77947,10890,ACTIVE,KIT 4,20703,42.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,8,N,N,8.5,N,d955e8c3-417b-49dd-903d-1b51a527ff24,42.2443011723169
77948,82768,ACTIVE,KIT 4,20703,23.9m 200mm  DI,TREATED,200,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,8,N,N,8.5,N,ed8603b3-642e-4f8f-8ebd-dcf279f2b07e,23.8642127052672
77949,82770,ACTIVE,KIT 4,20702,.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,1,8,N,N,8.5,N,a2272342-9519-485f-a883-2f20c9968df5,0.432008332843123
77950,82772,ACTIVE,KIT 4,20703,4.4m 200mm  DI,TREATED,200,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,0,1,8,N,N,8.5,N,e30ccc90-d47a-4716-b88d-fe27cbeb4723,4.3946786908754
77951,23740,ACTIVE,KIT 4,10586,122.3m 150mm  CI,TREATED,150,,CI,NO,,NONE,1952/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,2,36,N,N,4.95,N,f238bd0d-be44-47e6-af0c-f7d0da7db954,122.343976623187
77952,82774,ACTIVE,KIT 4,20997,12.5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1988/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,7,N,N,9.1,N,d07c9c28-24d0-4ac0-8aa0-b8d0e4fb3797,12.4511705499125
77953,40420,ACTIVE,KIT 4,20997,75.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1988/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,7,N,N,9.1,N,1eff3f98-025f-4534-8e6a-80ae73003aee,75.5807377593907
77954,82776,ACTIVE,KIT 4,21897,14.2m 300mm  DI,TREATED,300,,DI,NO,,NONE,1971/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,29,N,N,8.5,N,c58cdb59-4e7c-4341-88a9-f62fdefea052,14.2088282649389
77955,40250,ACTIVE,KIT 4,21897,283.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,1971/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,5,29,N,N,8.5,N,054a934e-3b41-4cf6-81e1-61166702a611,283.77143634856
77956,82778,ACTIVE,KIT 4,21893,10.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1971/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,5,29,N,N,8.5,N,aea74c2b-7286-44a3-80b2-04e2ab62b73f,10.6504317303145
77957,82780,ACTIVE,KIT 4,6728,11.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1996/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,3c0f7395-bbaa-45d1-81bf-27b394770701,11.7392575774178
77958,59490,ACTIVE,KIT 4,6728,29.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1996/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,40f990d2-123c-4ec0-9669-1eb6dc3e0bcd,29.168884928465
77960,880,ACTIVE,KIT 4,50021,118.5m 150mm  CI,TREATED,150,,CI,NO,,NONE,1936/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,1,28,N,N,7.75,N,f5c3457f-6d8c-454c-be05-036b2bc5a9c1,118.481621356587
77961,82784,ACTIVE,KIT 4,1356,1.1m 150mm  CI,TREATED,150,,CI,NO,,NONE,1936/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,27,N,N,7.75,N,5376839f-c297-4d7a-87a5-f0a73465de22,1.12504897652608
77962,82786,ACTIVE,KIT 4,10107,12.9m 150mm  CI,TREATED,150,,CI,NO,,NONE,1953/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,5,N,N,7.75,N,4d60da22-d6dc-4ed3-b7e1-3277518696a9,12.9232916295777
77963,34810,ACTIVE,KIT 4,10107,235.1m 150mm  CI,TREATED,150,,CI,NO,,NONE,1953/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,5,N,N,7.75,N,e8557955-305f-449d-ab80-d7bdfe9c409c,235.127370536967
77966,23680,ACTIVE,KIT 4,1226,47.2m 150mm  CI,TREATED,150,,CI,NO,,NONE,1947/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,1,22,N,N,7.75,N,cd405bbc-242f-4b09-b1c3-ce4045e4d3ba,47.1612319261043
77968,76087,ACTIVE,KIT 4,6726,74.7m 150mm  DI,TREATED,150,,DI,NO,,NONE,1996/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,5,N,N,9.1,N,d621e49b-2ae8-448e-ab6d-673ea2a9ce60,74.7401458539483
77969,5470,ACTIVE,KIT 2W,21781,159.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1977/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,7.3,N,f2a7ffc5-0ce2-4bae-bccb-fb7a9320bc8f,159.160540046253
