OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,OVERSIZED_DIAMETER,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,UNDERSIZED,SHALLOW_MAIN,CONDITION_SCORE,OVERSIZED,GlobalID,Shape__Length
78075,82902,ACTIVE,KIT 4,15925,8.1m 600mm  DI,TREATED,600,,DI,NO,,NONE,1976/10/01 00:00:00+00,PURCHASED,,REGION,N,,0,4,19,N,N,8.5,N,44bcb869-6b7d-4c44-b521-629e00bb18a5,8.06318437466847
78077,35890,ACTIVE,KIT 4,7031,4.3m 300mm  CI,TREATED,300,,CI,NO,,NONE,1933/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,30,N,N,7.75,N,8aaeeede-c483-40c1-b165-31261eefb234,4.32487630829433
78078,82904,ACTIVE,KIT 6,21042,6.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1994/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.1,N,eb80e3fd-9016-4464-ad71-807ea54e3f34,6.23027677240284
78079,82906,ACTIVE,KIT 6,21042,.7m 200mm  DI,TREATED,200,,DI,NO,,NONE,1994/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.1,N,d225856c-f35d-4903-89cc-1f7bdd2dc34d,0.697303835744308
78080,54540,ACTIVE,KIT 6,21042,130.5m 200mm  DI,TREATED,200,,DI,NO,,NONE,1994/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.1,N,085025b5-83c2-4332-9d55-3cb00b3ac25b,130.471290543388
78081,58560,ACTIVE,KIT 4,9385,25m 300mm  CI,TREATED,300,,CI,YES,1970/01/02 05:00:00+00,CEMENT,1930/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,12,N,N,7.75,N,de0592eb-d38d-4754-a7a7-fde1009fd212,24.9550929403628
78082,82908,ACTIVE,KIT 4,6551,7.6m 200mm  DI,TREATED,200,,DI,NO,,NONE,1968/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,7c68c659-5bbf-4ebd-b599-68a7fdccb601,7.62023849514535
78083,19960,ACTIVE,KIT 4,6551,71.8m 200mm  DI,TREATED,200,,DI,NO,,NONE,1968/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,ca1d483f-bf58-4857-bfdb-60500ce9fac1,71.8348800689085
78084,82910,ACTIVE,KIT 2W,600220,10.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,39,N,N,9.35,N,dd2d94c0-0db1-4f0a-8296-9bcf688b752e,10.6385889891194
78085,82912,ACTIVE,KIT 2W,600220,12.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,39,N,N,9.35,N,b4ceba61-4ebe-491f-b9c2-00be52284d60,12.8413451331782
78086,69740,ACTIVE,KIT 2W,600220,142.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,39,N,N,9.35,N,1067ae64-7a68-48a6-9e3f-d9ac841e1894,142.313868659939
78087,80908,ACTIVE,KIT 4,6798,420.2m 600mm  DI,TREATED,600,,DI,NO,,NONE,1977/01/01 00:00:00+00,PURCHASED,,REGION,N,,7,2,27,N,N,8.5,N,ea783774-f602-4559-a4be-da313d853574,420.165476564561
78088,77158,ACTIVE,KIT 2W,601487,110.1m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2011/08/01 00:00:00+00,DONATED,MTE,KITCHENER,N,,6,5,39,N,N,9.35,N,5be1b73d-6b2e-46e0-b015-c816b054a331,110.114653450007
78089,82914,ACTIVE,KIT 2W,601487,14.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2011/08/01 00:00:00+00,DONATED,MTE,KITCHENER,N,,6,5,39,N,N,9.35,N,891045f5-1e26-4945-a075-a8fd4ccbe53e,14.6499239440189
78090,9840,ACTIVE,KIT 2W,22024,.6m 450mm  DI,TREATED,450,,DI,NO,,NONE,1969/07/01 00:00:00+00,PURCHASED,,REGION,N,,7,5,31,N,N,8.5,N,982e0914-fe54-4bc9-9998-dfdf1a9737dc,0.584598049806351
78091,82916,ACTIVE,KIT 6,21187,7.1m 150mm  DI,TREATED,150,,DI,NO,,NONE,1981/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,6,0,N,N,8.5,N,92dfa7c1-ce5a-46a9-bd7d-4727f5ab11f0,7.12614171822205
78092,37010,ACTIVE,KIT 6,21187,74.1m 150mm  DI,TREATED,150,,DI,NO,,NONE,1981/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,5.3,N,93eb6bdc-b0e8-4775-85d4-0fc96b01dcfc,74.0688567404274
78093,82918,ACTIVE,KIT 6,5557,2.1m 150mm  DI,TREATED,150,,DI,NO,,NONE,1989/08/01 00:00:00+00,DONATED,,KITCHENER,N,,0,6,0,N,N,9.1,N,3b27a841-b47e-4345-80c0-07ba7d4c53f3,2.06064386017645
78094,82920,ACTIVE,KIT 6,5557,6.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1989/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,77026d64-07f5-4cde-aeba-16712457b41f,6.22608223502225
78095,82922,ACTIVE,KIT 6,5557,181.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1989/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,b020e948-55ee-4984-9fea-4fa55eaace72,181.422691385712
78096,17430,ACTIVE,KIT 6,5557,203m 150mm  DI,TREATED,150,,DI,NO,,NONE,1989/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,00071850-5de0-4fe5-a1e5-516312ee8e44,203.013629680075
78097,82924,ACTIVE,KIT 6,5557,4.4m 150mm  DI,TREATED,150,,DI,NO,,NONE,1989/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.1,N,5d3e88d9-ae64-45a6-8f8d-9c642f847fd2,4.42960874930297
78098,82926,ACTIVE,KIT 4,5715,9.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/10/01 00:00:00+00,PURCHASED,,KITCHENER,N,,5,1,15,N,N,9.35,N,220c9b90-6029-47f3-8f63-41793f01a6bd,9.28725743442443
78099,72710,ACTIVE,KIT 4,5715,60.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2005/10/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,1,15,N,N,9.35,N,13b24eb8-fbd2-4c16-b31e-0e36d127b54d,60.8552277884025
78100,43550,ACTIVE,KIT 4,10718,8.2m 200mm  CI,TREATED,200,,CI,NO,,NONE,1954/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,10,N,N,7.75,N,3c772847-1f78-4072-95ab-acf6f83d5f69,8.18753336926163
78101,6060,ACTIVE,KIT 4,9311,55.7m 100mm  DI,TREATED,100,,DI,NO,,NONE,1973/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,6,N,N,8.5,N,311dc6af-f088-466c-a3da-a2e50135abd4,55.731728927169
78102,82928,ACTIVE,KIT 4,9311,1.2m 100mm  DI,TREATED,100,,DI,NO,,NONE,1973/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,3,6,N,N,8.5,N,a2cb0281-4403-4b95-929b-0b71a217a941,1.21425203315999
78103,82930,ACTIVE,KIT 4,22234,5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/12/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,24,N,N,8.5,N,6c203c3d-d40f-4628-b1df-3628ae295451,5.03239160675998
78104,36440,ACTIVE,KIT 4,22234,112.6m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/12/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,24,N,N,8.5,N,0c64e223-6ed4-4291-ad97-faffb2a83a9b,112.591455087155
78105,82932,ACTIVE,KIT 4,22150,10.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1976/12/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,24,N,N,8.5,N,23e7754a-43c5-4ba8-8ab4-a8f95a45c120,10.1987087576459
78106,82934,ACTIVE,KIT 5,8727,15.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1968/09/01 00:00:00+00,DONATED,NA,KITCHENER,N,,7,6,0,N,N,8.5,N,b23d7202-f2cb-45a5-b8c1-7b46530e6eb8,15.6376478520291
78107,18310,ACTIVE,KIT 5,8727,161.1m 300mm  DI,TREATED,300,,DI,NO,,NONE,1969/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,4.9,N,dafe6a0f-4f3e-4dd3-8146-27ac65d00d23,161.054069509515
78108,25220,ACTIVE,KIT 4,10391,6.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1976/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,39,N,N,8.5,N,cd19be20-3ce4-4053-8434-9078c83db97f,6.74407206280722
78110,23790,ACTIVE,KIT 4,11233,111.7m 150mm  CI,TREATED,150,,CI,NO,,NONE,1952/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,36,N,N,7.75,N,e86bcbca-f3c7-4e07-bcec-361bef71500a,111.705600416694
78111,82936,ACTIVE,KIT 4,10237,6.7m 150mm  DI,TREATED,150,,DI,NO,,NONE,1981/08/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,17,N,N,8.5,N,3a5440ce-5ddb-45da-8d34-3bfe9ef69ea0,6.68300303748349
78112,29130,ACTIVE,KIT 4,10237,98.2m 150mm  DI,TREATED,150,,DI,NO,,NONE,1981/08/01 00:00:00+00,DONATED,,KITCHENER,N,,5,4,17,N,N,8.5,N,17f18bc8-72c2-4e2b-8847-5c887a53cac0,98.2380811195465
78114,26100,ACTIVE,KIT 4,10132,85.8m 150mm  CI,TREATED,150,,CI,NO,,NONE,1947/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,2,10,N,N,7.75,N,95a5b2a0-48e1-4430-9070-23074f292c62,85.7905700001108
78115,82940,ACTIVE,KIT 4,22450,.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1995/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,32,N,N,9.35,N,4a661f5f-fc03-44f4-a1a9-38eb67576648,0.844150698162107
78116,55500,ACTIVE,KIT 4,22450,61.4m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1995/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,32,N,N,9.35,N,8ed410f7-3862-49f1-9f47-ac1cad2e3fe9,61.407359535798
78117,82942,ACTIVE,KIT 2W,22027,11.3m 200mm  DI,TREATED,200,,DI,NO,,NONE,1976/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,85b488ca-3468-42cd-93c2-203ddc1dbf17,11.3032895814025
78118,26810,ACTIVE,KIT 2W,21995,54.5m 200mm  DI,TREATED,200,,DI,NO,,NONE,1976/08/01 00:00:00+00,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,e20aaa0a-04cf-4afe-88ee-069a63b3066a,54.4680629376523
78121,76529,ACTIVE,KIT 4,6626,25.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/07/26 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,fd5ec211-d9ea-4e34-8a4b-2c756c4e9f3f,25.7054625281465
78122,82946,ACTIVE,KIT 4,6626,7.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/07/26 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,bc4a72fc-9abb-4d06-933b-b5fe98829cce,7.22995882317329
78123,82948,ACTIVE,KIT 4,6626,7.1m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/07/26 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,1a7d63a9-176a-4932-8d93-005c10e7feaf,7.09877005905308
78124,76734,ACTIVE,KIT 4,10663,197.7m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2010/08/05 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,9,N,N,8.55,N,539896c6-55b9-40eb-b78d-04e9e87cfd81,197.675698448025
78125,23830,ACTIVE,KIT 4,11111,7.7m 300mm  CI,TREATED,300,,CI,NO,,NONE,1933/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,30,N,N,7.75,N,164d828e-a5e4-435b-bcdb-ec71ac631042,7.66815428166733
78126,82950,ACTIVE,KIT 5,600749,5.5m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,4ae91e5a-7da3-431b-b0b4-6c9c8b97404f,5.54689036169417
78127,82952,ACTIVE,KIT 5,600749,6m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,3cb9ba29-0a4f-4195-9e96-ead4af8cc622,5.98097064569028
78128,69280,ACTIVE,KIT 5,600749,50.5m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,564e9c39-eed2-4f10-83ec-ed81bc0e68f6,50.5048386005034
78129,20980,ACTIVE,KIT 4,20700,75.5m 150mm  DI,TREATED,150,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,1,8,N,N,8.5,N,0d48b599-6633-4e7e-94c8-0b987826fa19,75.5020706717993
78130,82954,ACTIVE,KIT 4,20700,7.7m 150mm  DI,TREATED,150,,DI,NO,,NONE,1967/01/01 00:00:00+00,DONATED,,KITCHENER,N,,5,1,8,N,N,8.5,N,9569e3cb-e2d7-4701-ac8f-f7127dbd0c4b,7.69820533492652
78132,82958,ACTIVE,KIT 4,9371,1.5m 150mm  CI,TREATED,150,,CI,NO,,NONE,1948/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,12,N,N,7.75,N,9f42e49f-8dcd-4e1a-b45e-fa997d0565ac,1.49056867738331
78133,23940,ACTIVE,KIT 4,9371,182.6m 150mm  CI,TREATED,150,,CI,NO,,NONE,1948/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,1,12,N,N,7.3,N,e1855e84-ea2f-4603-acee-eda9dc3e8a0e,182.595296258066
78134,82960,ACTIVE,KIT 2EA,601515,1.4m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,4eaac1eb-1e07-4d06-ab58-1cb102488edd,1.35087479580897
78135,82962,ACTIVE,KIT 2EA,600084,9.3m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,7c32ab0c-4a89-462f-8fb2-e417d2a188df,9.2618520230424
78136,69070,ACTIVE,KIT 2EA,600084,256.4m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,9ccc25e5-1c2a-4de9-9c55-e9432371b89e,256.409416912839
78137,82246,ACTIVE,KIT 4,7043,8.2m 200mm  DI,TREATED,200,,DI,NO,,NONE,1975/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,29,N,N,8.5,N,1644f847-3539-45aa-8435-114368d74308,8.21180006553882
78139,76847,ACTIVE,KIT 4,6878,60.3m 150mm  CI,TREATED,150,,CI,NO,,NONE,1922/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,20,N,Y,1.45,N,aeb7ecff-8802-4058-a9b2-d942f59e4b6d,60.2922482375361
78140,12010,ACTIVE,KIT 4,9543,28.1m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,12,N,N,8.5,N,32bd698d-3741-4989-972f-a60297cbc72b,28.1203005578424
78141,82966,ACTIVE,KIT 4,9543,13.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1978/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,12,N,N,8.5,N,882c0b5a-d088-4fc4-aa65-92001d9b169a,13.6554391043307
78142,80934,ACTIVE,KIT 4,7043,5.5m 100mm  CI,TREATED,100,,CI,NO,,NONE,1916/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,29,N,N,7.75,N,ed0a3550-d909-4829-8ddf-38fef9f6db30,5.47369546851907
78143,82968,ACTIVE,KIT 4,7043,.7m 100mm  CI,TREATED,100,,CI,NO,,NONE,1916/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,0,2,29,N,N,7.75,N,26928873-d220-4822-bfb2-6788cad53a71,0.73678936024291
78144,42250,ACTIVE,KIT 6,4834,57.8m 450mm  DI,TREATED,450,,DI,NO,,NONE,1986/07/17 00:00:00+00,DONATED,,DUAL CITY AND REGION,N,,7,6,0,N,N,9.1,N,67cb8dae-5332-4e83-aaa7-d4eb1bcdb6e6,57.7617119710371
78145,82970,ACTIVE,KIT 4,601165,11.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/02/08 00:00:00+00,DONATED,,KITCHENER,N,,6,4,33,N,N,9.35,N,daa2efaf-5a78-400e-a657-0ddd4de92955,11.5182975990671
78146,82972,ACTIVE,KIT 4,601162,42.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/02/08 00:00:00+00,DONATED,,KITCHENER,N,,6,4,33,N,N,9.35,N,ae848176-5736-4a84-844c-590b86ce69eb,42.5350049868562
78147,82974,ACTIVE,KIT 4,601162,13.7m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/02/08 00:00:00+00,DONATED,,KITCHENER,N,,6,4,33,N,N,9.35,N,de0d90fb-5662-404e-833c-a3a176f337d7,13.7107116343811
78148,76034,ACTIVE,KIT 4,601162,88.5m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/02/08 00:00:00+00,DONATED,,KITCHENER,N,,6,4,33,N,N,9.35,N,133a48a7-b1f8-4624-b4f3-610673d70365,88.4969734054241
78149,82976,ACTIVE,KIT 4,601162,84.8m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2006/02/08 00:00:00+00,DONATED,,KITCHENER,N,,6,4,33,N,N,9.35,N,d2d76f94-6ba4-4ab6-921e-aa890d7f3566,84.7939251680768
78150,82978,ACTIVE,KIT 4,600641,12.9m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,16,N,N,9.35,N,b6a4c875-5331-47f6-ad5e-fa2c890f6276,12.9470382905876
78151,69630,ACTIVE,KIT 4,600641,175.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,16,N,N,9.35,N,201dcd08-8ede-4cf6-a350-8206e8c8ee39,175.582443771565
78152,82980,ACTIVE,KIT 4,600641,91m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,16,N,N,9.35,N,b6d9a66f-3e6f-4c79-9989-a5a03143761f,90.9678400416276
78153,82982,ACTIVE,KIT 4,600641,130.6m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,16,N,N,9.35,N,0df5e5f9-9af8-4f68-ab19-b2a3d9c09cf8,130.621913173938
78154,82984,ACTIVE,KIT 4,600641,13.2m 150mm  PVC,TREATED,150,,PVC,NO,,NONE,2003/06/01 00:00:00+00,DONATED,,KITCHENER,N,,6,3,16,N,N,9.35,N,ab768f34-93e2-4e29-b295-16660f95a506,13.1661040483046
78155,82986,ACTIVE,KIT 4,23056,16.9m 150mm  CI,TREATED,150,,CI,NO,,NONE,1961/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,29,N,N,7.75,N,94808215-3282-4f30-86f2-657c994e9e99,16.9331317121757
78156,22500,ACTIVE,KIT 4,23056,67.2m 150mm  CI,TREATED,150,,CI,NO,,NONE,1961/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,4,29,N,Y,3.7,N,f54fc2f1-98b9-443f-9110-61d97094204e,67.2162984898593
78157,82988,ACTIVE,KIT 4,20973,3.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/01/02 00:00:00+00,DONATED,,KITCHENER,N,,7,1,9,N,N,9.1,N,69f1e037-3e9a-4b99-856b-be906747c90e,3.56011673832954
78158,82990,ACTIVE,KIT 4,20979,49.5m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/01/02 00:00:00+00,DONATED,,KITCHENER,N,,7,1,9,N,N,9.1,N,7d881ca5-af16-4437-bba4-7b3409c2fdac,49.508863669298
78159,82992,ACTIVE,KIT 4,40008,13.4m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/01/02 00:00:00+00,DONATED,,KITCHENER,N,,7,1,16,N,N,9.1,N,1c3fb051-9785-4e1b-88d1-912e9939ed63,13.3627217314211
78160,61882,ACTIVE,KIT 4,40008,88.6m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/01/02 00:00:00+00,DONATED,,KITCHENER,N,,7,1,9,N,N,9.1,N,73f68ed4-7661-49d6-9644-fede163806d0,88.6186902888755
78162,3680,ACTIVE,KIT 4,10427,52.5m 150mm  CI,TREATED,150,,CI,NO,,NONE,1949/01/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,2,36,N,N,3.95,N,6405d278-7669-4955-a543-9fd9cc3b71db,52.4711641975709
78167,82996,ACTIVE,KIT 4,601189,13.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2005/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,33,N,N,9.35,N,e27af4db-6952-43f6-8cc2-5e0890e0fd30,13.8147555577965
78168,71990,ACTIVE,KIT 4,601189,71.8m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,2005/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,4,33,N,N,9.35,N,1b92a711-ffca-4017-a536-204db2ecddc6,71.7887524355733
78169,9890,ACTIVE,KIT 2W,600932,149m 450mm  DI,TREATED,450,,DI,NO,,NONE,1969/07/01 00:00:00+00,PURCHASED,,DUAL CITY AND REGION,N,,6,5,0,N,N,8.5,N,3a9adfd4-243b-45de-8425-bb5a3366508b,149.043673003193
78170,82998,ACTIVE,KIT 5,40101,10.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1997/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.35,N,f5c02d9f-2a3e-48aa-a5ac-58ee856d5c0b,10.3087522604498
78171,43670,ACTIVE,KIT 5,40097,86.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1997/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.35,N,1b480beb-aa36-4616-b581-8312037d1efd,86.9357056711315
78172,83000,ACTIVE,KIT 5,40097,9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,1997/06/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,9.35,N,e273857a-5b8d-4f7b-b8a1-81a1fa781e6d,9.04055973957357
78173,76640,ACTIVE,KIT 4,40242,9.6m 250mm  PVC,TREATED,250,,PVC,NO,,NONE,2010/01/14 00:00:00+00,PURCHASED,,REGION,N,,7,2,41,N,N,9.35,N,ea28287c-e1cd-4c10-a780-a7698121d0d8,9.5640316587998
78174,83002,ACTIVE,KIT 4,601043,7.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,4,30,N,N,9.35,N,6610090c-de1b-420c-927e-d39f162d2889,7.17721542603818
78175,69299,ACTIVE,KIT 4,601043,69.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,30,N,N,9.35,N,5d3aa41c-de76-4624-9932-858b4043cc67,69.1764476704683
78176,83004,ACTIVE,KIT 4,601043,6.5m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2007/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,6,4,30,N,N,9.35,N,e313b2b4-32fc-4391-83f5-e04d14a5de7c,6.45625060489518
78177,28340,ACTIVE,KIT 4,12137,60.9m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,28,N,N,9.1,N,83b0a559-89d9-42e2-8089-306e89f4c0cf,60.9428147051444
78178,83006,ACTIVE,KIT 4,12137,14.7m 300mm  DI,TREATED,300,,DI,NO,,NONE,1985/06/01 00:00:00+00,PURCHASED,,KITCHENER,N,,7,4,28,N,N,9.1,N,a922060a-1b39-4048-a628-09adfe8fe56a,14.7299987083692
78179,83008,ACTIVE,KIT 5,20813,1.8m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/01/01 00:00:00+00,DONATED,,KITCHENER,N,,7,6,0,N,N,8.5,N,239bafa9-bfea-4779-8423-03ab402e8eba,1.84833975252126
78180,3230,ACTIVE,KIT 5,20813,132.3m 300mm  DI,TREATED,300,,DI,NO,,NONE,1975/01/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,8.5,N,e0273b2e-0b3c-4b48-bf76-b10518876edb,132.275888693817
78181,83010,ACTIVE,KIT 2W,601576,8.2m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2010/08/27 00:00:00+00,DONATED,,KITCHENER,N,,6,5,37,N,N,9.35,N,4d39b3b7-9d2f-4442-b9ce-22b50b41129c,8.18049761835231
78182,76601,ACTIVE,KIT 2W,601576,175.9m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2010/08/27 00:00:00+00,DONATED,,KITCHENER,N,,6,5,37,N,N,9.35,N,96b734a2-7795-4437-b08f-9bee5860dc8c,175.918523265553
78183,66630,ACTIVE,KIT 4,6627,7.3m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/07/26 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,82d5845c-513a-4ef2-886e-ce7a5618aab6,7.29122038258242
78184,83012,ACTIVE,KIT 4,6627,10.6m 300mm  PVC,TREATED,300,,PVC,NO,,NONE,2001/07/26 00:00:00+00,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,f05176c8-8ad6-4a20-a2cd-38d7a0804d4a,10.6135965980119
78186,83016,ACTIVE,KIT 5,25339,5.7m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1995/09/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,f4d6356f-f081-4fd8-be01-11c49853fd76,5.66075774404747
78187,55390,ACTIVE,KIT 5,25339,179m 200mm  PVC,TREATED,200,,PVC,NO,,NONE,1995/09/01 00:00:00+00,DONATED,,KITCHENER,N,,6,6,0,N,N,9.35,N,0ee47bdf-58af-48de-affe-c370756638d5,178.965623555863
